impath,mos,label,classname
/hd2/wangzichuan/AIGCIQA2023/allimg/120.png,56.302012529390446,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/283.png,54.45060711136823,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1727.png,39.52547697801816,1,bad
/hd2/wangzichuan/AIGCIQA2023/allimg/1984.png,65.08095317438331,4,good
/hd2/wangzichuan/AIGCIQA2023/allimg/647.png,66.118306548423,4,good
/hd2/wangzichuan/AIGCIQA2023/allimg/1176.png,42.71401299408618,2,poor
/hd2/wangzichuan/AIGCIQA2023/allimg/1406.png,42.498756597519886,2,poor
/hd2/wangzichuan/AIGCIQA2023/allimg/1436.png,34.722794670348684,1,bad
/hd2/wangzichuan/AIGCIQA2023/allimg/1951.png,63.40855832810182,4,good
/hd2/wangzichuan/AIGCIQA2023/allimg/599.png,58.63888342514324,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/275.png,58.855111104427706,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1983.png,62.30344484064263,4,good
/hd2/wangzichuan/AIGCIQA2023/allimg/1089.png,37.987037621959786,1,bad
/hd2/wangzichuan/AIGCIQA2023/allimg/360.png,57.65421428700908,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1607.png,53.32929279252362,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/2048.png,59.04725783725147,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1187.png,45.63246833776378,2,poor
/hd2/wangzichuan/AIGCIQA2023/allimg/2148.png,42.95600833592571,2,poor
/hd2/wangzichuan/AIGCIQA2023/allimg/457.png,53.2909466048704,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1904.png,62.444826669839664,4,good
/hd2/wangzichuan/AIGCIQA2023/allimg/741.png,51.32163552449722,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1427.png,46.71577278705109,2,poor
/hd2/wangzichuan/AIGCIQA2023/allimg/1813.png,62.57100417265548,4,good
/hd2/wangzichuan/AIGCIQA2023/allimg/1562.png,39.00079752517623,1,bad
/hd2/wangzichuan/AIGCIQA2023/allimg/1975.png,56.88597740895536,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/286.png,46.41424112958032,2,poor
/hd2/wangzichuan/AIGCIQA2023/allimg/2188.png,40.24717390956148,2,poor
/hd2/wangzichuan/AIGCIQA2023/allimg/406.png,55.39457303172884,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1611.png,57.447311687741006,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/163.png,59.01743426384659,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/695.png,54.13737610888378,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1204.png,49.54610780011583,2,poor
/hd2/wangzichuan/AIGCIQA2023/allimg/423.png,58.77426686915652,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1640.png,60.6537245983207,4,good
/hd2/wangzichuan/AIGCIQA2023/allimg/1446.png,34.2184908774816,1,bad
/hd2/wangzichuan/AIGCIQA2023/allimg/1437.png,42.371208629859225,2,poor
/hd2/wangzichuan/AIGCIQA2023/allimg/1278.png,43.12201523575078,2,poor
/hd2/wangzichuan/AIGCIQA2023/allimg/65.png,60.24483016576946,4,good
/hd2/wangzichuan/AIGCIQA2023/allimg/2299.png,55.85713359019828,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1713.png,38.94697884256584,1,bad
/hd2/wangzichuan/AIGCIQA2023/allimg/2346.png,59.44693001567032,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1518.png,36.99235431022269,1,bad
/hd2/wangzichuan/AIGCIQA2023/allimg/230.png,55.818884319955714,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1748.png,64.69265712327231,4,good
/hd2/wangzichuan/AIGCIQA2023/allimg/582.png,59.037771719588974,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1412.png,50.46941786562182,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/1463.png,35.61984630119707,1,bad
/hd2/wangzichuan/AIGCIQA2023/allimg/596.png,62.90247212154995,4,good
/hd2/wangzichuan/AIGCIQA2023/allimg/931.png,42.16041229176699,2,poor
/hd2/wangzichuan/AIGCIQA2023/allimg/374.png,57.26680777098153,3,average
/hd2/wangzichuan/AIGCIQA2023/allimg/620.png,52.47167419927344,3,average
