impath,mos,label,classname
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0000.png,3.663886824,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0002.png,4.173801671,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0003.png,2.999391614,3,average
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0004.png,3.644605595,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0005.png,3.984836245,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0007.png,3.548651799,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0008.png,3.903960993,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0010.png,4.09903901,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0012.png,4.005584197,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0013.png,3.42744217,4,good
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0015.png,3.915028714,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0016.png,3.773488809,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0017.png,3.959312534,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0019.png,4.273489488,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0021.png,2.553460964,2,poor
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0023.png,3.903448739,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0024.png,3.133504906,4,good
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0026.png,3.60960519,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0028.png,4.1441992,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0029.png,4.379737447,5,perfect
/hd2/wangzichuan/AIGCQA-30K/train/DALLE2_0030.png,3.653844735,5,perfect
